日期,排名,极度推荐,极度推荐排名,V1.50极度分,V1.50优选分,V1.50当前强度,V1.50结构确认,V1.50修复质量,V1.50启动质量,V1.50量价协同,V1.50超热扣分,涨停基因分,原极度推荐分,代码,名称,推荐度,今日涨跌%,相对强度,RSI14,KDJ状态,20日涨幅%,60日高点回撤%,关注理由
2026-02-05,2,极度推荐,2,79.6,78.8,65.0,55.0,100.0,85.1,100.0,0.0,70.3,87.4,603101,汇嘉时代,55.3,0.82,51.5,47.29,多头,-2.66,-14.68,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.35，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-02-06,1,极度推荐,1,84.6,83.2,64.9,80.0,100.0,92.1,100.0,0.0,48.1,84.5,000809,和展能源,49.3,0.58,51.2,50.33,多头,0.0,-12.91,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约0.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.17，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-09,1,极度推荐,1,86.4,85.1,67.6,95.0,91.0,97.1,100.0,0.0,63.3,82.7,002909,集泰股份,87.1,1.62,54.2,56.31,多头,3.58,-16.05,当前仍站在20日线之上，20日线相对60日线高约3.8%，但短线均线结构还不算特别强。近20日上涨约3.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.55，前期有明显缩量，而当前量比约1.01，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-09,2,极度推荐,2,82.9,81.7,66.3,95.0,80.0,95.1,100.0,0.0,53.9,79.9,000545,金浦钛业,65.0,2.37,52.4,51.63,多头,-5.92,-12.46,当前仍站在20日线之上，20日线相对60日线高约0.2%，但短线均线结构还不算特别强。近20日上涨约-5.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.66，前期有明显缩量，而当前量比约1.50，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-02-09,3,极度推荐,3,82.4,80.5,58.2,100.0,88.0,82.1,100.0,0.0,64.8,82.6,002348,高乐股份,69.1,2.97,53.0,55.23,多头,2.29,-14.03,当前仍站在20日线之上，20日线相对60日线高约5.1%，但短线均线结构还不算特别强。近20日上涨约2.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.57，前期有明显缩量，而当前量比约1.38，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-10,1,极度推荐,1,82.7,81.7,64.3,70.0,100.0,92.1,100.0,0.0,49.0,83.0,600794,保税科技,57.4,1.05,50.8,48.27,多头,-2.53,-10.05,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.71，前期有明显缩量，而当前量比约1.21，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-02-11,1,极度推荐,1,77.3,76.6,63.8,57.0,93.0,85.7,95.0,0.0,57.3,79.7,002331,皖通科技,47.4,0.64,50.2,47.97,多头,-0.53,-12.5,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.40，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-02-12,1,极度推荐,1,87.3,88.5,75.3,100.0,91.0,84.1,95.0,0.0,64.3,77.3,002266,浙富控股,72.4,2.27,64.4,58.78,多头,11.46,-11.59,当前收盘4.96，短中期均线呈多头排列，20日线高于60日线约9.9%，属于趋势保持较好的抬升结构。近20日上涨约11.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.52，前期有明显缩量，而当前量比约1.15，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-12,2,极度推荐,2,80.0,78.8,64.8,95.0,72.0,84.7,100.0,0.0,40.8,73.8,601022,宁波远洋,47.6,0.1,51.4,51.73,多头,0.94,-5.22,当前仍站在20日线之上，20日线相对60日线高约2.8%，但短线均线结构还不算特别强。近20日上涨约0.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.68，前期有明显缩量，而当前量比约1.06，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-13,1,极度推荐,1,75.0,74.4,71.4,57.0,77.0,83.7,95.0,0.0,64.9,73.0,000670,盈方微,43.4,0.95,59.7,52.43,多头,10.48,-23.95,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约10.5%，近5日约2.2%，上涨速度相对温和，没有明显进入加速末端。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。当前处在近120日价格区间的约35%位置，距离近20日平台高点约31.5%，尚未明显脱离底部区域。
2026-02-25,1,极度推荐,1,86.8,85.1,65.3,100.0,91.0,97.1,100.0,0.0,64.0,82.4,600981,苏豪汇鸿,72.3,2.06,52.6,56.17,多头,2.67,-15.61,当前仍站在20日线之上，20日线相对60日线高约1.7%，但短线均线结构还不算特别强。近20日上涨约2.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.35，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-25,2,极度推荐,2,85.1,83.4,66.7,95.0,90.0,100.0,83.0,0.0,85.4,83.4,000981,山子高科,70.9,1.44,52.0,56.68,多头,-9.04,-13.05,当前仍站在20日线之上，20日线相对60日线高约15.3%，但短线均线结构还不算特别强。近20日上涨约-9.0%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.67，量能处于收缩状态，但当前量比约1.82，启动力度还需要继续观察。过去250个交易日有21次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约5.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-25,3,极度推荐,3,82.4,81.5,66.7,95.0,80.0,94.1,83.0,0.0,70.7,76.6,601608,中信重工,80.8,2.99,62.4,59.85,多头,9.71,-6.72,当前仍站在20日线之上，20日线相对60日线高约8.9%，但短线均线结构还不算特别强。近20日上涨约9.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.63，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-02-27,1,极度推荐,1,87.2,86.0,66.8,95.0,93.0,97.7,100.0,0.0,61.7,82.7,600382,广东明珠,69.2,1.33,53.4,56.84,多头,0.66,-7.19,当前仍站在20日线之上，20日线相对60日线高约16.1%，但短线均线结构还不算特别强。近20日上涨约0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.14，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-03-06,1,极度推荐,1,77.6,75.5,60.5,100.0,78.0,63.1,95.0,0.0,50.0,72.1,002172,澳洋健康,38.3,3.0,55.3,55.5,多头,3.0,-4.08,当前仍站在20日线之上，20日线相对60日线高约3.2%，但短线均线结构还不算特别强。近20日上涨约3.0%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.16，因此“底部缩量”的特征并不突出。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-03-09,1,极度推荐,1,84.5,83.0,69.7,95.0,91.0,81.1,95.0,0.0,49.8,76.6,603176,汇通集团,38.1,0.35,56.5,54.41,多头,-0.52,-6.18,当前仍站在20日线之上，20日线相对60日线高约3.4%，但短线均线结构还不算特别强。近20日上涨约-0.5%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.03，因此“底部缩量”的特征并不突出。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-03-09,2,极度推荐,2,78.8,77.4,69.3,80.0,86.0,66.1,95.0,0.0,34.9,73.4,603335,迪生力,34.5,0.17,56.4,50.82,多头,2.72,-6.64,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约2.7%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.06，因此“底部缩量”的特征并不突出。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-03-10,1,极度推荐,1,86.7,85.0,67.9,95.0,100.0,82.1,100.0,0.0,48.7,82.3,603617,君禾股份,55.3,2.38,54.7,51.8,多头,2.52,-6.08,当前仍站在20日线之上，20日线相对60日线高约1.3%，但短线均线结构还不算特别强。近20日上涨约2.5%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.87，量能处于收缩状态，但当前量比约1.07，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-10,2,极度推荐,2,81.0,80.1,70.2,57.0,100.0,86.1,100.0,0.0,51.0,84.6,600586,金晶科技,64.5,0.15,56.4,50.82,多头,11.68,-18.44,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约11.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.10，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-03-11,1,极度推荐,1,85.3,84.3,65.3,85.0,100.0,92.1,100.0,0.0,23.3,79.7,600551,时代出版,58.9,0.24,51.3,49.95,多头,-1.62,-5.78,当前仍站在20日线之上，20日线相对60日线高约0.5%，但短线均线结构还不算特别强。近20日上涨约-1.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.57，前期有明显缩量，而当前量比约1.27，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-11,2,极度推荐,2,78.3,77.3,65.7,57.0,100.0,80.1,95.0,0.0,48.7,82.4,000523,红棉股份,48.5,1.36,52.5,45.97,多头,-2.1,-15.42,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.45，前期有明显缩量，而当前量比约1.16，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-12,1,极度推荐,1,83.0,84.1,71.4,100.0,87.0,73.7,100.0,0.0,72.4,78.5,605006,山东玻纤,58.9,0.94,60.5,56.29,空头,16.35,-15.09,当前仍站在20日线之上，20日线相对60日线高约17.2%，但短线均线结构还不算特别强。近20日上涨约16.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.77，前期有明显缩量，而当前量比约1.29，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-03-12,2,极度推荐,2,82.1,81.1,64.8,80.0,90.0,88.1,100.0,0.0,49.3,79.8,000965,天保基建,56.8,0.25,51.2,48.54,多头,-3.62,-5.45,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.67，前期有明显缩量，而当前量比约1.02，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-16,1,极度推荐,1,77.6,76.9,64.3,57.0,88.0,89.1,100.0,0.0,62.8,80.6,000952,广济药业,51.5,1.19,50.8,47.3,多头,-3.9,-12.2,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.67，前期有明显缩量，而当前量比约1.05，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-16,2,极度推荐,2,75.9,75.1,60.0,85.0,74.0,82.7,100.0,0.0,29.9,66.6,601512,中新集团,40.6,-0.86,49.1,44.55,多头,-4.56,-11.03,当前仍站在20日线之上，20日线相对60日线高约0.6%，但短线均线结构还不算特别强。近20日上涨约-4.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.79，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-17,1,极度推荐,1,79.8,78.8,65.8,57.0,98.0,90.1,100.0,0.0,73.2,82.1,600173,卧龙新能,53.5,1.15,52.8,47.39,多头,-10.61,-14.84,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-10.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.71，前期有明显缩量，而当前量比约1.48，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-20,1,极度推荐,1,73.0,72.1,68.5,57.0,85.0,68.7,100.0,0.0,78.8,78.7,002218,拓日新能,40.7,0.5,55.5,45.32,空头,-14.06,-26.77,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-14.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.68，前期有明显缩量，而当前量比约1.36，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-03-25,1,极度推荐,1,73.9,73.8,68.1,57.0,83.0,80.1,95.0,0.0,52.2,74.0,601022,宁波远洋,59.0,2.12,54.5,44.68,多头,-6.9,-18.42,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-6.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.48，前期有明显缩量，而当前量比约1.13，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-27,1,极度推荐,1,80.9,79.8,67.9,57.0,100.0,93.1,100.0,0.0,72.5,87.7,600676,久事动娱,59.2,1.06,54.1,47.85,多头,-6.49,-24.95,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-6.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.74，前期有明显缩量，而当前量比约1.31，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-30,1,极度推荐,1,80.6,80.0,70.6,58.0,96.0,91.1,100.0,0.0,36.4,78.1,000953,中哲精化,48.3,0.99,57.0,50.02,多头,-5.17,-10.05,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.2%，短线约11.0%，已经偏热，继续追价的性价比下降。近期5/20成交量比约0.86，量能处于收缩状态，但当前量比约1.09，启动力度还需要继续观察。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约5.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-03-31,1,极度推荐,1,85.0,85.6,71.0,95.0,100.0,71.1,95.0,0.0,32.7,78.1,600684,珠江股份,29.7,1.01,59.0,52.0,多头,-0.79,-8.56,当前仍站在20日线之上，20日线相对60日线高约3.4%，但短线均线结构还不算特别强。近20日上涨约-0.8%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.07，因此“底部缩量”的特征并不突出。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-03-31,2,极度推荐,2,77.8,76.9,71.3,55.0,100.0,66.1,95.0,0.0,46.1,78.9,000903,中证A100指数,35.5,1.16,59.4,48.6,多头,-0.76,-8.74,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.8%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.08，因此“底部缩量”的特征并不突出。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-04-03,1,极度推荐,1,74.1,73.0,67.0,57.0,85.0,74.7,95.0,0.0,67.2,74.6,002429,兆驰股份,36.0,0.32,54.8,46.03,多头,-9.91,-23.17,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-9.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.52，前期有明显缩量，而当前量比约1.03，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-04-08,1,极度推荐,1,79.6,78.6,65.3,70.0,91.0,89.1,95.0,0.0,64.8,82.2,603077,和邦生物,61.2,1.77,50.8,52.66,多头,-1.71,-18.93,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.52，前期有明显缩量，而当前量比约1.14，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2026-04-10,1,极度推荐,1,75.7,74.8,67.6,57.0,88.0,76.7,95.0,0.0,73.5,82.8,002256,兆新股份,60.9,2.11,54.8,46.02,多头,-3.25,-23.21,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.48，前期有明显缩量，而当前量比约1.09，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-04-13,1,极度推荐,1,73.9,72.6,61.8,57.0,100.0,66.1,78.0,0.0,63.7,81.7,002285,世联行,47.6,3.11,57.9,50.21,多头,-0.33,-18.8,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.63，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-04-14,1,极度推荐,1,77.2,76.3,68.3,57.0,100.0,80.1,78.0,0.0,65.2,83.6,001258,立新能源,61.0,2.17,55.7,48.44,多头,-2.4,-27.58,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.47，前期有明显缩量，而当前量比约1.68，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-04-14,2,极度推荐,2,75.1,74.5,68.8,57.0,78.0,82.7,100.0,0.0,56.5,79.2,000767,晋控电力,59.1,1.34,56.3,49.43,多头,3.29,-26.37,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.3%，近5日约4.4%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.41，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-04-15,1,极度推荐,1,74.1,72.8,66.7,57.0,90.0,78.1,83.0,0.0,69.4,78.2,003035,南网能源,51.1,1.7,53.8,47.66,多头,-8.47,-29.27,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-8.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.56，前期有明显缩量，而当前量比约1.61，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-04-15,2,极度推荐,2,73.1,72.8,68.0,57.0,80.0,74.7,100.0,0.0,68.4,75.4,000037,深南电A,50.6,1.33,56.2,46.48,空头,3.24,-25.02,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.2%，近5日约0.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.57，前期有明显缩量，而当前量比约1.16，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2026-04-16,1,极度推荐,1,73.2,73.4,59.7,57.0,100.0,80.1,95.0,3.0,76.7,84.9,600468,百利电气,70.3,-0.87,47.6,47.25,多头,-10.81,-23.08,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-10.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.54，前期有明显缩量，而当前量比约1.22，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有13次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2026-04-17,1,极度推荐,1,78.2,76.7,62.1,70.0,90.0,89.1,100.0,0.0,63.6,81.8,601868,中国能建,52.0,1.04,47.8,48.53,多头,-13.39,-26.14,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-13.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.36，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
