排名,代码,名称,所属行业,主题标签,流通市值(亿),参考总市值(亿),市值状态,市值数据源,市值快照日期,筹码结构,启动评分,启动判断,极度推荐分,极度推荐理由,涨停基因分,涨停基因状态,涨停基因说明,动能协同,推荐度,基础策略分,市场评分,市场状态,相对强度,相对大盘1日%,相对大盘5日%,相对大盘20日%,严格匹配度,严格评级,关注理由,最新价,今日涨跌%,今日状态,收盘交易状态,激进买点,保守买点,激进止损,保守止损,激进止盈,保守止盈,激进周期,保守周期,计划依据,T+1开盘应对,MA5,MA10,MA20,MA60,20日平台高,20日低点,ATR14,DIF,DEA,MACD柱,MACD零轴,RSI14,RSI状态,K值,D值,J值,KDJ状态,近一年涨停次数,量比,5/20量比,20日涨幅%,近10日最大涨幅%,成交额(万),极度推荐,极度推荐排名
53,002045,国光电器,暂无同日行业数据,未分类,,,未取得市值,,,60/100｜筹码结构中性,83.7,近期缩量充分；死叉距连续两天改善；推荐日未明显追涨,57.9,死叉修复｜强；偏弱涨停基因；历史涨停后3日≥3%命中40%；低位震荡/轻微回落；当前量能温和放大,40.0,偏弱涨停基因,250日涨停5次；近60日3次；距最近涨停20日；历史涨停后3日≥3%命中40%；历史涨停后3日≥5%命中20%,RSI 中性｜KDJ 多头｜MACD 中性,51.4,39.4,61.9,震荡偏强，精选个股,49.4,-1.81,1.89,-0.77,71.0,可重点观察,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.53，前期有明显缩量，而当前量比约1.01，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。,9.05,-1.09,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,8.98~9.05（承接/回踩）,10.01~10.08（突破确认）,8.81,9.76,9.98 / 9.98,10.41 / 10.68,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.53，说明前期有较明显的量能收缩。今日量比约1.01，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,8.92,9.03,9.08,8.41,9.98,8.54,0.336,0.094,0.142,-0.095,上方,53.19,中性,41.34,31.96,60.1,多头,5,1.01,0.53,-0.66,3.27,13352.09,,
54,002255,海陆重工,暂无同日行业数据,未分类,,,未取得市值,,,56/100｜筹码结构中性,80.2,近期量能收缩；处于平台下方可观察区；死叉距开始改善；RSI回升,66.3,死叉修复｜强；一般涨停基因；历史涨停后3日≥3%命中67%；温和上涨；前期缩量结构较好；当前量能温和放大,51.0,一般涨停基因,250日涨停9次；近60日1次；距最近涨停59日；历史涨停后3日≥3%命中67%；历史涨停后3日≥5%命中67%,RSI 中性｜KDJ 多头｜MACD 趋强,50.8,40.4,61.9,震荡偏强，精选个股,50.1,0.87,-0.7,-0.62,75.4,较强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.5%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.85，量能处于收缩状态，但当前量比约1.10，启动力度还需要继续观察。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.3%。MACD仍处死叉，今天快慢线之间的MACD距开始缩小，属于死叉开始修复，位于下方区域。,7.68,2.26,温和上涨,结构偏弱，不建议因为低价或历史涨停次数单独介入,7.75~7.75（承接/回踩）,8.07~8.11（突破确认）,7.68,7.97,8.05 / 8.06,8.24 / 8.35,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.85，量能收缩特征一般。今日量比约1.10，存在温和放量。MACD仍处于金叉临界区，DIF正在向上靠拢DEA，差值约0.003。,明显高开：不追高，优先等待回踩参考买入区并确认承接,7.63,7.73,7.79,8.24,8.05,7.52,0.138,-0.154,-0.151,-0.006,下方,39.34,中性,23.91,23.2,25.34,多头,9,1.1,0.85,-0.52,2.26,5881.23,,
55,601678,滨化股份,暂无同日行业数据,未分类,,,未取得市值,,,60/100｜筹码结构较好,68.1,近期缩量充分；死叉距连续两天改善；RSI回升；推荐日上涨偏快,69.9,死叉修复｜强；中强涨停基因；历史涨停后3日≥3%命中57%；偏强上涨｜谨防追高；当前量能温和放大,60.8,中强涨停基因,250日涨停7次；近60日3次；距最近涨停31日；历史涨停后3日≥3%命中57%；历史涨停后3日≥5%命中57%,RSI 中性｜KDJ 多头｜MACD 趋强,50.7,45.9,61.9,震荡偏强，精选个股,51.4,2.2,2.07,-7.37,67.5,可重点观察,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-7.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.54，前期有明显缩量，而当前量比约1.31，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,6.0,2.92,偏强上涨｜谨防追高,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.09~6.09（承接/回踩）,7.04~7.08（突破确认）,6.00,6.88,7.02 / 7.02,7.29 / 7.46,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.54，说明前期有较明显的量能收缩。今日量比约1.31，存在温和放量。MACD仍处于金叉临界区，DIF正在向上靠拢DEA，差值约0.027。,明显高开：不追高，优先等待回踩参考买入区并确认承接,5.9,5.97,6.16,6.3,7.02,5.75,0.209,-0.161,-0.134,-0.054,下方,44.79,中性,28.19,22.04,40.49,多头,7,1.31,0.54,-7.26,3.0,41417.66,,
56,002333,罗普斯金,暂无同日行业数据,未分类,,,未取得市值,,,59/100｜筹码结构中性,83.7,近期缩量充分；死叉距连续两天改善；推荐日未明显追涨,67.7,死叉修复｜强；偏弱涨停基因；历史涨停后3日≥3%命中60%；低位震荡/轻微回落；前期缩量结构较好；当前量能温和放大,36.4,偏弱涨停基因,250日涨停5次；近60日1次；距最近涨停22日；历史涨停后3日≥3%命中60%；历史涨停后3日≥5%命中40%,RSI 中性｜KDJ 多头｜MACD 中性,50.6,38.6,61.9,震荡偏强，精选个股,49.4,-0.72,-0.36,1.43,89.7,强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.59，前期有明显缩量，而当前量比约1.01，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,5.29,0.0,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.46~5.46（承接/回踩）,6.00~6.03（突破确认）,5.40,5.90,5.98 / 5.98,6.16 / 6.27,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.59，说明前期有较明显的量能收缩。今日量比约1.01，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,5.26,5.38,5.5,5.28,5.98,5.13,0.136,-0.051,-0.002,-0.098,下方,44.24,中性,26.8,23.29,33.81,多头,5,1.01,0.59,1.54,2.51,4580.7,,
57,600841,动力新科,暂无同日行业数据,未分类,,,未取得市值,,,51/100｜筹码结构中性,82.1,处于平台下方可观察区；短均线开始抬头；死叉距连续两天改善；RSI回升,66.8,死叉修复｜强；一般涨停基因；历史涨停后3日≥3%命中57%；温和上涨；当前量能温和放大,45.4,一般涨停基因,250日涨停7次；近60日1次；距最近涨停55日；历史涨停后3日≥3%命中57%；历史涨停后3日≥5%命中57%,RSI 中性｜KDJ 多头｜MACD 趋强,50.2,38.1,61.9,震荡偏强，精选个股,54.5,1.02,1.77,3.25,74.3,可重点观察,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.4%，近5日约1.6%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约1.30，因此“底部缩量”的特征并不突出。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,5.85,1.74,温和上涨,价格仍在20日线上方，但结构优势有限，等待进一步确认,5.77~5.81（承接/回踩）,6.18~6.22（突破确认）,5.61,6.02,6.16 / 6.25,6.42 / 6.59,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“弱趋势”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约1.30，量能收缩特征一般。今日量比约1.19，存在温和放量。MACD仍处于金叉临界区，DIF正在向上靠拢DEA，差值约0.000。,明显高开：不追高，优先等待回踩参考买入区并确认承接,5.71,5.79,5.78,5.85,6.16,5.45,0.205,-0.021,-0.021,-0.0,下方,52.1,中性,37.31,36.82,38.31,多头,7,1.19,1.3,3.36,4.11,11475.6,,
58,000676,智度股份,暂无同日行业数据,未分类,,,未取得市值,,,63/100｜筹码结构较好,79.7,近期缩量充分；死叉距连续两天改善；推荐日未明显追涨,68.1,死叉修复｜强；中强涨停基因；历史涨停后3日≥3%命中100%；低位震荡/轻微回落；前期缩量结构较好；当前量能温和放大,69.0,中强涨停基因,250日涨停5次；近60日5次；距最近涨停35日；历史涨停后3日≥3%命中100%；历史涨停后3日≥5%命中100%,RSI 中性｜KDJ 空头｜MACD 中性,49.6,38.9,61.9,震荡偏强，精选个股,48.8,-1.75,-0.68,3.45,87.3,强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约3.6%，近5日约-0.9%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.59，前期有明显缩量，而当前量比约1.01，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。,6.7,-1.03,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,6.79~6.79（承接/回踩）,7.32~7.37（突破确认）,6.64,7.14,7.30 / 7.34,7.62 / 7.81,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.59，说明前期有较明显的量能收缩。今日量比约1.01，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,6.69,6.83,6.84,6.59,7.3,6.34,0.245,-0.031,0.007,-0.076,跨零轴,46.39,中性,27.32,30.89,20.19,空头,5,1.01,0.59,3.55,2.27,21877.52,,
59,002374,中锐股份,暂无同日行业数据,未分类,,,未取得市值,,,59/100｜筹码结构中性,81.1,处于平台下方可观察区；死叉距连续两天改善；RSI回升,76.0,死叉修复｜强；中强涨停基因；历史涨停后3日≥3%命中82%；温和上涨；当前量能温和放大,67.2,中强涨停基因,250日涨停11次；近60日1次；距最近涨停40日；历史涨停后3日≥3%命中82%；历史涨停后3日≥5%命中73%,RSI 中性｜KDJ 多头｜MACD 趋强,49.4,37.6,61.9,震荡偏强，精选个股,53.4,0.92,2.18,0.22,84.0,较强匹配,当前仍站在20日线之上，20日线相对60日线高约0.7%，但短线均线结构还不算特别强。近20日上涨约0.3%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约0.99，因此“底部缩量”的特征并不突出。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,3.1,1.64,温和上涨,价格仍在20日线上方，但结构优势有限，等待进一步确认,3.07~3.09（承接/回踩）,3.26~3.28（突破确认）,3.03,3.19,3.25 / 3.28,3.37 / 3.44,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“弱趋势”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.99，量能收缩特征一般。今日量比约1.01，存在温和放量。MACD仍处于金叉临界区，DIF正在向上靠拢DEA，差值约0.007。,明显高开：不追高，优先等待回踩参考买入区并确认承接,3.04,3.08,3.1,3.08,3.25,2.95,0.089,-0.014,-0.007,-0.015,下方,50.74,中性,40.22,33.48,53.72,多头,11,1.01,0.99,0.32,2.36,4683.27,,
60,002716,湖南白银,暂无同日行业数据,未分类,,,未取得市值,,,64/100｜筹码结构较好,58.8,近期缩量充分；死叉距开始改善；RSI回升；推荐日上涨偏快,66.8,死叉修复｜中；强涨停基因；历史涨停后3日≥3%命中87%；偏强上涨｜谨防追高；当前量能温和放大,78.4,强涨停基因,250日涨停15次；近60日2次；距最近涨停19日；历史涨停后3日≥3%命中87%；历史涨停后3日≥5%命中73%,RSI 中性｜KDJ 空头｜MACD 中性,49.4,50.4,61.9,震荡偏强，精选个股,49.5,2.53,-1.0,-5.58,56.7,普通候选,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.18，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有15次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.8%。MACD仍处死叉，今天快慢线之间的MACD距开始缩小，属于死叉开始修复，位于上方区域。,9.85,3.25,偏强上涨｜谨防追高,结构偏弱，不建议因为低价或历史涨停次数单独介入,10.50~10.50（承接/回踩）,12.14~12.25（突破确认）,10.25,11.72,12.10 / 12.10,12.79 / 13.23,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.50，说明前期有较明显的量能收缩。今日量比约1.18，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,9.83,10.17,10.69,9.07,12.1,9.37,0.549,0.066,0.286,-0.44,上方,47.46,中性,22.19,24.3,17.98,空头,15,1.18,0.5,-5.47,3.79,164008.39,,
61,000788,北大医药,暂无同日行业数据,未分类,,,未取得市值,,,60/100｜筹码结构较好,79.7,近期缩量充分；死叉距连续两天改善；推荐日未明显追涨,71.1,死叉修复｜强；一般涨停基因；历史涨停后3日≥3%命中100%；低位震荡/轻微回落；前期缩量结构较好；当前量能温和放大,49.8,一般涨停基因,250日涨停6次；距最近涨停108日；历史涨停后3日≥3%命中100%；历史涨停后3日≥5%命中83%,RSI 中性｜KDJ 空头｜MACD 中性,48.2,38.3,61.9,震荡偏强，精选个股,44.9,-1.09,-1.1,-5.97,81.7,较强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.69，前期有明显缩量，而当前量比约1.15，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,5.3,-0.38,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,5.49~5.49（承接/回踩）,5.86~5.89（突破确认）,5.41,5.74,5.84 / 5.85,6.05 / 6.18,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.69，说明前期有较明显的量能收缩。今日量比约1.15，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,5.33,5.43,5.54,5.41,5.84,5.2,0.162,-0.06,-0.012,-0.096,下方,42.11,中性,18.64,19.78,16.37,空头,6,1.15,0.69,-5.86,2.89,6796.26,,
62,600481,双良节能,暂无同日行业数据,未分类,,,未取得市值,,,59/100｜筹码结构中性,78.8,近期缩量充分；处于平台下方可观察区；死叉距开始改善；RSI回升,64.6,死叉修复｜中；一般涨停基因；历史涨停后3日≥3%命中78%；温和上涨；前期缩量结构较好；当前量能温和放大,47.5,一般涨停基因,250日涨停9次；距最近涨停60日；历史涨停后3日≥3%命中78%；历史涨停后3日≥5%命中44%,RSI 中性｜KDJ 空头｜MACD 中性,48.0,39.5,61.9,震荡偏强，精选个股,49.4,1.25,-1.45,-1.53,73.2,可重点观察,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.4%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.76，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.1%。MACD仍处死叉，今天快慢线之间的MACD距开始缩小，属于死叉开始修复，位于下方区域。,4.15,1.97,温和上涨,结构偏弱，不建议因为低价或历史涨停次数单独介入,4.21~4.21（承接/回踩）,4.45~4.48（突破确认）,4.15,4.36,4.44 / 4.50,4.61 / 4.71,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.76，说明前期有较明显的量能收缩。今日量比约1.11，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,4.14,4.23,4.26,4.28,4.44,4.03,0.127,-0.043,-0.024,-0.039,下方,43.94,中性,24.12,29.57,13.21,空头,9,1.11,0.76,-1.43,3.09,11979.61,,
63,000955,欣龙控股,暂无同日行业数据,未分类,,,未取得市值,,,59/100｜筹码结构中性,82.1,处于平台下方可观察区；死叉距连续两天改善；RSI回升；推荐日未明显追涨,73.8,死叉修复｜强；一般涨停基因；历史涨停后3日≥3%命中88%；低位震荡/轻微回落；当前量能温和放大,54.5,一般涨停基因,250日涨停8次；近60日1次；距最近涨停56日；历史涨停后3日≥3%命中88%；历史涨停后3日≥5%命中62%,RSI 中性｜KDJ 多头｜MACD 趋强,46.2,33.4,61.9,震荡偏强，精选个股,50.8,-0.23,1.17,-0.11,86.0,强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约0.0%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.03，因此“底部缩量”的特征并不突出。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,4.17,0.48,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,4.17~4.19（承接/回踩）,4.42~4.45（突破确认）,4.11,4.32,4.41 / 4.49,4.59 / 4.70,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约1.03，量能收缩特征一般。今日量比约1.19，存在温和放量。MACD仍处于金叉临界区，DIF正在向上靠拢DEA，差值约0.021。,明显高开：不追高，优先等待回踩参考买入区并确认承接,4.09,4.17,4.22,4.17,4.41,3.9,0.137,-0.024,-0.004,-0.041,下方,48.84,中性,41.37,34.94,54.25,多头,8,1.19,1.03,0.0,2.72,4566.96,,
64,603682,锦和商管,暂无同日行业数据,未分类,,,未取得市值,,,54/100｜筹码结构中性,76.7,近期缩量充分；死叉距连续两天改善；推荐日未明显追涨,75.9,死叉修复｜强；中强涨停基因；历史涨停后3日≥3%命中88%；低位震荡/轻微回落；前期缩量结构较好；当前量能温和放大,68.2,中强涨停基因,250日涨停8次；近60日3次；距最近涨停34日；历史涨停后3日≥3%命中88%；历史涨停后3日≥5%命中50%,RSI 中性｜KDJ 多头｜MACD 中性,45.8,36.8,61.9,震荡偏强，精选个股,38.9,-1.23,-2.8,-15.26,87.2,强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-15.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.74，前期有明显缩量，而当前量比约1.01，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。,9.69,-0.51,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,10.51~10.51（承接/回踩）,12.19~12.26（突破确认）,10.33,11.89,12.15 / 12.15,12.65 / 12.97,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.74，说明前期有较明显的量能收缩。今日量比约1.01，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,9.75,10.06,10.64,9.9,12.15,9.51,0.39,-0.269,-0.085,-0.367,下方,38.07,中性,12.37,11.1,14.9,多头,8,1.01,0.74,-15.15,1.97,8607.35,,
65,600170,上海建工,暂无同日行业数据,未分类,,,未取得市值,,,60/100｜筹码结构中性,78.8,近期量能收缩；处于平台下方可观察区；死叉距开始改善；RSI回升；推荐日未明显追涨,61.9,死叉修复｜中；偏弱涨停基因；历史涨停后3日≥3%命中71%；低位震荡/轻微回落；前期缩量结构较好；当前量能温和放大,39.9,偏弱涨停基因,250日涨停7次；距最近涨停156日；历史涨停后3日≥3%命中71%；历史涨停后3日≥5%命中71%,RSI 中性｜KDJ 空头｜MACD 中性,45.0,36.2,61.9,震荡偏强，精选个股,48.1,-0.26,-0.69,-1.88,68.6,可重点观察,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.8%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.83，量能处于收缩状态，但当前量比约1.32，启动力度还需要继续观察。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.2%。MACD仍处死叉，今天快慢线之间的MACD距开始缩小，属于死叉开始修复，位于下方区域。,2.21,0.45,低位震荡/轻微回落,结构偏弱，不建议因为低价或历史涨停次数单独介入,2.24~2.24（承接/回踩）,2.36~2.37（突破确认）,2.23,2.33,2.35 / 2.35,2.41 / 2.44,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约0.83，说明前期有较明显的量能收缩。今日量比约1.32，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,2.21,2.24,2.26,2.28,2.35,2.17,0.041,-0.022,-0.016,-0.013,下方,40.01,中性,23.3,25.54,18.82,空头,7,1.32,0.83,-1.78,2.2,32527.9,,
66,600664,哈药股份,暂无同日行业数据,未分类,,,未取得市值,,,50/100｜筹码结构中性,60.7,死叉距连续两天改善；RSI回升；推荐日未明显追涨,74.4,死叉修复｜强；强涨停基因；历史涨停后3日≥3%命中100%；温和上涨；当前量能温和放大,83.0,强涨停基因,250日涨停12次；近60日9次；距最近涨停28日；历史涨停后3日≥3%命中100%；历史涨停后3日≥5%命中100%,RSI 中性｜KDJ 多头｜MACD 中性,44.7,35.6,61.9,震荡偏强，精选个股,54.2,0.36,7.5,-8.31,79.4,较强匹配,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-8.2%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约1.10，因此“底部缩量”的特征并不突出。过去250个交易日有12次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。,7.5,1.08,温和上涨,结构偏弱，不建议因为低价或历史涨停次数单独介入,7.84~7.84（承接/回踩）,9.54~9.65（突破确认）,7.58,9.11,9.51 / 9.51,10.22 / 10.68,信号偏弱，建议只做3个交易日以内的观察，不宜预设长期持仓,等待趋势重新改善后再评估，当前不建立明确持有周期,当前结构属于“偏弱”，因此计划重点是等待确认，而不是因为评分高就直接追价。5/20成交量比约1.10，量能收缩特征一般。今日量比约1.38，存在温和放量。MACD仍缺乏持续向上确认，因此买点更偏向等待结构验证。,明显高开：不追高，优先等待回踩参考买入区并确认承接,7.34,7.42,8.04,6.5,9.51,6.92,0.57,-0.05,0.136,-0.372,跨零轴,47.97,中性,32.49,23.34,50.78,多头,12,1.38,1.1,-8.2,4.43,379452.86,,
